Cod. Item;Item;Definicao;Classificacao; R$ Valor Sugerido ;Item Dolarizado;Especificacao Sugerida;Tipo
10458;Homogeneizador de Bolsa de Sangue;Homogeneizador de sangue para hematologia.;Médico Assistencial;R$ 23.424,00;N;Clique para Detalhar;ESPECIALIZADO
11818;Imersor de Cera;"Equipamento aquecedor de cera para prótese dentária, desenvolvido para fabricação de coppings; derrete a cera rapidamente e mantem a temperatura ideal.";Apoio;R$ 612,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1966;Imitanciômetro;Utilizado para avaliar as condições da orelha média. Sendo possível identificar o tipo de perda auditiva, se condutiva ou neurosensorial.;Médico Assistencial;R$ 38.000,00;N;Clique para Detalhar;ESPECIALIZADO
11920;Impressora de Cassetes;Equipamento utilizado no rastreio e identificação de amostras de tecidos.;Apoio;R$ 194.077,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1731;Impressora de Código de Barras;Equipamento utilizado para impressão de código de barras.;Gerais;R$ 2.129,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11918;Impressora de Lâminas;"Equipamednto utilizado  para identificação e rastreamento de amostras microscópicas imprimindo diretamente
nas lâminas informações como código de barras, nomes de pacientes e números de
identificação, garantindo organização e rastreabilidade.";Apoio;R$ 188.790,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
288;Impressora Dry de Filmes Radiológicos;Sistema de impressão térmica de alta resolução para uso em aparelhos raiao-x, tomografia  computadorizada, ressonância magnética, ultra-som, medicina nuclear e etc.;Apoio;R$ 36.925,00;N;Clique para Detalhar;ESPECIALIZADO
10896;Impressora Laser (Comum);Equipamento utilizado para impressão de documentos ou imagens.;Gerais;R$ 3.105,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1373;Impressora Laser Multifuncional (copiadora, scanner e fax opcional);Equipamento multifucional utilizado para impressão, cópia, scanner e recebimento de fax.;Gerais;R$ 5.228,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11831;Impressora 3D Odontológica;Equipamento que permite a impressão 3D de modelos altamente detalhados e precisos, como a confecção de gengiva artificial, guia cirúrgico, placas miorrelaxantes, prótese total e moldeiras individuais.;Apoio;R$ 5.667,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1697;Incubadora de Demanda Bioquímica de Oxigênio (BOD);Equipamento para medição de BOD (demanda bioquimica de oxigênio) ou para estudos de SHELF-LIFE (prazo de validade) a seco e incubações a baixa temperatura.;Médico Assistencial;R$ 10.336,00;N;Clique para Detalhar;ESPECIALIZADO
10319;Incubadora de Plaquetas;Equipamento utilizado para controle de temperatura durante a agitação de bolsas com plaquetas.;Médico Assistencial;R$ 82.944,00;N;Clique para Detalhar;ESPECIALIZADO
852;Incubadora de Transporte Neonatal;Equipamento utilizado para proporcionar suporte à vida, durante o transporte de recém-nascidos em ambiente adequado de umidade, temperatura e oxigenação.;Médico Assistencial;R$ 50.639,00;N;Clique para Detalhar;ESPECIALIZADO
537;Incubadora Neonatal (estacionária);Equipamento utilizado para fins terapêuticos, proporcionado condições de ambiente controlado para o paciente neonatal.;Médico Assistencial;R$ 42.138,00;N;Clique para Detalhar;ESPECIALIZADO
2642;Jogo de Peneiras com Aparelho Vibratório;Aparelho vibratório com peneiras para granulação.;Médico Assistencial;R$ 8.361,00;N;Clique para Detalhar;ESPECIALIZADO
10201;Jogo de Polias;Equipamento utilizado para exercícios de membros superiores e inferiores.;Médico Assistencial;R$ 2.628,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1289;Lâmpada de Fenda;Equipamento oftalmológico utilizado para realização de exames do segmento anterior do olho.;Médico Assistencial;R$ 28.975,00;N;Clique para Detalhar;ESPECIALIZADO
2705;Lanterna Clínica;Equipamento utilizado para melhorar a visibilidade nos exames físicos, como as avaliações dos reflexos pupilares, garganta, ouvidos e narinas.;Apoio;R$ 58,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11248;Laringoscópio Adulto;Equipamento  de engate rápido, para uso em procedimentos de emergência e anestesia, que necessitem de acesso às vias aéreas.;Médico Assistencial;R$ 1.416,00;N;Clique para Detalhar;ESPECIALIZADO
11249;Laringoscópio Infantil;Equipamento  de engate rápido, para uso em procedimentos de emergência e anestesia, que necessitem de acesso às vias aéreas.;Médico Assistencial;R$ 1.363,00;N;Clique para Detalhar;ESPECIALIZADO
3001;Laser para Fisioterapia;Laser utilizado em tratamentos  para distúrbios articulares, lesões traumáticas, lesões esportivas, por meio da aplicação da onda do laser.;Médico Assistencial;R$ 3.908,00;N;Clique para Detalhar;ESPECIALIZADO
10321;Laser para Oftalmologia (YAG/Diodo);Equipamento dedicado a procedimentos cirúrgicos e terapêuticos oftalmológicos.;Médico Assistencial;R$ 218.650,00;N;Clique para Detalhar;ESPECIALIZADO
184;Laser para Tratamento Odontológico;Utilizado com propriedades terapêuticas (anti-inflamatória, analgésica, bioestimulante) por meio da emissão de uma fonte de luz.;Médico Assistencial;R$ 9.681,00;N;Clique para Detalhar;ESPECIALIZADO
398;Lavadora de Endoscópio;Equipamento dedicado para reprocessamento/lavagem de endoscópios, obrigatoriamente comtemplando lavagem por meio de desinfecção enzimática. Não é passível de aprovação as configurações que realizem a lavagem por meio de ultrassom, por se tratar de outro item do sistema: Lavadora Ultrassônica..;Apoio;R$ 156.567,00;N;Clique para Detalhar;ESPECIALIZADO
10507;Lavadora de Microplacas;Equipamento projetado para realizar lavagens simples e completas em microplacas nas rotinas laboratoriais.;Apoio;R$ 24.821,00;N;Clique para Detalhar;ESPECIALIZADO
2163;Lavadora de Pipetas;Equipamento destinado a lavagem de pipetas.;Apoio;R$ 860,00;N;Clique para Detalhar;ESPECIALIZADO
1938;Lavadora de Roupas;Equipamento utilizado para lavagem de roupas. Este item corresponde a lavadora doméstica.;Gerais;R$ 2.429,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10920;Lavadora de Roupas Hospitalar (capacidade acima de 50 Kg);Lavadora para uso profissional, destinada a lavagem e enxágüe de roupas para uso hospitalar.;Apoio;R$ 109.927,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10562;Lavadora de Roupas Hospitalar (capacidade até 50 Kg);Lavadora para uso profissional, destinada a lavagem e enxágüe de roupas para uso hospitalar.;Apoio;R$ 65.444,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11414;Lavadora Extratora de Roupas Hospitalar;Lavadora para uso profissional, destinada a lavagem e enxágüe e centrifugação de roupas para uso hospitalar.;Apoio;R$ 510.893,00;N;Clique para Detalhar;ESPECIALIZADO
11304;Lavadora GMP;Equipamento utilizado em área produtiva para lavagem e secagem dos materiais utilizados durante o processo de fabricação dos medicamentos, imunobiológicos, tais como vacinas, soros,etc.;Apoio Laboratorial;R$ 3.126.368,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
10548;Lavadora Termodesinfectora;Equipamento para lavagem, enxágüe e desinfecção térmica automática de instrumentais, utensílios, vidrarias de laboratório, tubos e acessórios para anestesia, tubos de sucção, embalagens e outros.;Apoio;R$ 318.199,00;N;Clique para Detalhar;ESPECIALIZADO
10984;Lavadora Ultrassônica acima de 15 litros;Equipamento utilizado para auxiliar na limpeza de peças ou partes, retirando toda sujeira e impureza encontrada na superfície e nas reentrâncias minúsculas e mais profundas através de ultrassom, que consiste na transformação de energia elétrica em energia mecânica.;Apoio;R$ 54.833,00;N;Clique para Detalhar;ESPECIALIZADO
10983;Lavadora Ultrassônica até 15 litros;Equipamento utilizado para auxiliar na limpeza de peças ou partes, retirando toda sujeira e impureza encontrada na superfície e nas reentrâncias minúsculas e mais profundas através de ultrassom, que consiste na transformação de energia elétrica em energia mecânica.;Apoio;R$ 6.468,00;N;Clique para Detalhar;ESPECIALIZADO
11557;Leito Fluidizado;Equipamento utilizado para secagem de pós e granulados.;Apoio;R$ 3.582.784,20;N;Clique para Detalhar;ESPECIALIZADO
11992;Leitor Automatizado de Placas Elispot;Equipamento laboratorial especializado que captura imagens digitais de microplacas ELISPOT e utiliza software para contar e analisar automaticamente os pontos (spots) formados, que representam células secretoras de uma molécula específica.;Médico Assistencial;R$ 588.584,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
1234;Leitor de Código de Barras;Aparelho para leitura de códigos de barras por feixe ótico.;Gerais;R$ 255,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11099;Leitora de Microplacas de Elisa;Leitora (fotômetro) dedicada, controlada por um microprocessador para ler e calcular os resultados de ensaios em uma placa de microtitulação,podendo ser manual ou automatizado.;Médico Assistencial;R$ 30.180,00;N;Clique para Detalhar;ESPECIALIZADO
11833;Leitor/Quantificador de Material Genético em Placas;Leitor de placa para quantificação e avaliação de qualidade de material genético extraído. Avaliações essas fundamentais para melhor preparo de procedimentos genômicos, como sequenciamento e genotipagem.;Gerais;R$ 213.620,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2927;Lensômetro;Equipamento para medição de lentes esféricas, cilíndricas, de contato, óculos de sol e prismas.;Médico Assistencial;R$ 10.100,00;N;Clique para Detalhar;ESPECIALIZADO
2682;Liofilizador;Equipamento utilizado para remove a umidade de alimentos, amostras biologicas e produtos farmacêuticos obtido pelo processo de sublimação.;Médico Assistencial;R$ 45.531,00;N;Clique para Detalhar;ESPECIALIZADO
1941;Liquidificador;Aparelho elétrico para mistura e liquidificação de alimentos e/ou sucos.;Gerais;R$ 867,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1387;Liquidificador Industrial;Aparelho elétrico para mistura e liquidificação de grandes massas e volumes de alimentos e sucos.;Gerais;R$ 2.760,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1044;Litotriptor Extracorpóreo;Sistema de fragmentação de cálculos renais por ondas de choque através da localização por fluoroscopia. O sistema é composto minimamente pela mesa de exames, arco cirúrgico, monitor e litotriptor, podendo solicitar o monitor de ECG e aparelho de ultrassonografia.;Médico Assistencial;R$ 1.200.000,00;N;Clique para Detalhar;ESPECIALIZADO
10194;Litotriptor Intracorpóreo;Equipamento para fragmentação de cálculos renais por meio de energia ultrassônica, pneumática, laser.;Médico Assistencial;R$ 35.990,00;N;Clique para Detalhar;ESPECIALIZADO
11220;Lixadeira Dupla;Lixadeira multifuncional, com cinta de lixa conjugada com disco de lixa, usada para desbastes e acabamentos de dispositivos ortopédicos, bem como seus componentes.;Gerais;R$ 51.525,00;N;Clique para Detalhar;ESPECIALIZADO
192;Localizador de Ápice;Utilizado para determinar a odontometria.;Médico Assistencial;R$ 2.215,00;N;Clique para Detalhar;ESPECIALIZADO
494;Longarina;Conjunto de cadeiras acopladas lateralmente (no mínimo dois assentos).;Gerais;R$ 770,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10565;Lousa Interativa;Equipamento no qual as informações de um computador serão transmitidas por meio de um projetor multimídia sobre a lousa, sensível ao toque, que funcionará como um monitor.;Gerais;R$ 4.027,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2327;Luminária Flexível de Mesa com Lupa;Trata-se de um produto de utilização profissional, encontrado na grande maioria das bancadas eletrônicas de modo a auxiliar o profissional.;Apoio;R$ 573,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2945;Maca de Transferência (dois carros);Conjunto de carros maca para transferência de paciente em centro cirúrgico (dois carros e um leito).;Apoio;R$ 6.416,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10925;Mamógrafo;Equipamento emissor de Raios X para fins diagnósticos de mamografia com tecnologia Digital (detector de painel plano).;Médico Assistencial;R$ 1.492.954,00;N;Clique para Detalhar;ESPECIALIZADO
11957;Manequim Adulto Simulador para Treino de habilidades clínicas em Suporte Básico de Vida;Equipamento utilizado para treinar profissionais especializados em Urgênia e Emergência que prestam assistência à pacientes em casos de Suporte Básico de Vida.;Apoio;R$ 13.305,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11960;Manequim Lactente (Bebê) Simulador para Treino de habilidades clínicas em Suporte Básico de Vida;Equipamento utilizado para treinamento dos profissionais especializados em Urgência e Emergência que prestam assistência à pacientes em casos de Suporte Básico de vida.;Apoio;R$ 1.961,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11959;Manequim Pediátrico Simulador para Treino de habilidades clínicas em Suporte Básico de Vida;Equipamento utilizado para treinamento dos profissionais especializadas em Urgência e Emergência que prestam assistência à pacientes em casos de Suporte Básico à Vida.;Apoio;R$ 9.296,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11956;Manequim Simulador para Treino de habilidades clínicas em Suporte Avançado de Vida;Equipamento utilizado para capacitar profissionais de saúde especializados em Urgência e Emergência que prestam assistência aos pacientes em casos de Suporte Básico e Avançado de Vida.;Apoio;R$ 163.041,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
10422;Manovacuômetro;Equipamento utilizado para medir a pressão negativa e/ou positiva em sistemas hospitalares.;Médico Assistencial;R$ 2.044,00;N;Clique para Detalhar;ESPECIALIZADO
11783;Manta Aquecedora;A manta aquecedora é utilizada para aquecer balões de vidro contando soluções para diferentes finalidades.;Apoio;R$ 761,00;N;Clique para Detalhar;ESPECIALIZADO
1656;Manta Térmica Elétrica;Manta térmica elétrica para aquecimento corporal em resgate de emergência.;Médico Assistencial;R$ 1.397,00;N;Clique para Detalhar;ESPECIALIZADO
10274;MAPA - Monitor Ambulatorial de Pressão Arterial;Equipamento utilizado para medições de pressão sanguínea sistólica, diastólica e freqüência cardíaca.;Médico Assistencial;R$ 59.985,00;N;Clique para Detalhar;ESPECIALIZADO
11091;Máquina Chanfradeira;Equipamento utilizado para realizar chanfros em couro para costura de calçados ortopédicos.;Gerais;R$ 6.394,00;N;Clique para Detalhar;ESPECIALIZADO
10468;Máquina de Circulação Extracorpórea;Máquina que faz o papel do pulmão, de oxigenar o sangue, e do coração, de bombeá-lo.;Médico Assistencial;R$ 390.000,00;N;Clique para Detalhar;ESPECIALIZADO
11452;Máquina de Costura de Coluna;Equipamento utilizado na confecção de calçados ortopédicos, correias, joelheiras e demais acessórios em couro e materiais.;Gerais;R$ 13.044,00;N;Clique para Detalhar;ESPECIALIZADO
11216;Máquina de Costura em Zig Zag;Equipamento para costura tipo zig-zag, para tecidos e lona.;Gerais;R$ 3.700,00;N;Clique para Detalhar;ESPECIALIZADO
2456;Máquina de Costura Industrial;Máquina de costura reta, usada na confecção de órteses em tecidos, correias, forrações de cadeiras de rodas e afins.;Gerais;R$ 3.737,00;N;Clique para Detalhar;ESPECIALIZADO
11209;Máquina de Solda MIG MAG;Equipamento utilizado para soldagem de metais na confecção de dispositivos para adaptações  e adequações de cadeiras de rodas.;Gerais;R$ 4.276,00;N;Clique para Detalhar;ESPECIALIZADO
255;Máquina de Solda Odontológica;Utilizado para realizar trabalhos ortodônticos de solda.;Apoio;R$ 2.359,00;N;Clique para Detalhar;ESPECIALIZADO
10568;Máquina de Sucção para Laminação;Equipamento de sucção usado na fabricação de Próteses e Órteses.;Apoio;R$ 43.823,00;N;Clique para Detalhar;ESPECIALIZADO
11453;Máquina de Sucção para Termomoldagem em Ortopedia Técnica;Equipamento utilizado para gerar a pressão negativa na superfície dos moldes para a termoformação das próteses e encaixes protéticos.;Apoio;R$ 27.246,00;N;Clique para Detalhar;ESPECIALIZADO
11844;Máquina Fotográfica;Item destinado a capturar e registar imagens.;Gerais;R$ 14.996,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2943;Máquina para Produzir Gelo;Aparelho termoelétrico para produção de gelo.;Gerais;R$ 6.230,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11267;Máquina Unitarizadora de Medicamentos;Equipamento utilizado para na unitarização de doses de medicamentos.;Apoio;R$ 215.000,00;N;Clique para Detalhar;ESPECIALIZADO
10252;Marcapasso Cardíaco Externo;Marcapasso Cardíaco para uso externo usado no cuidado intensivo temporário de estimulação do coração sem atividade espontânea ou com problemas no sistema de condução.;Médico Assistencial;R$ 13.236,00;N;Clique para Detalhar;ESPECIALIZADO
11211;Martelete Pneumático;Martelete tipo rompedor pneumático utilizado para quebrar moldes em gesso.;Médico Assistencial;R$ 612,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
3079;Martelo de Reflexo;É um reflexo que provoca uma contração no joelho que leva a perna a movimentar-se involuntariamente para a frente.;Apoio;R$ 62,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11784;Medidor de Atividade de Água;Verificar a presença de água disponível para microrganismos nos produtos farmacêuticos e estabelecer limites de segurança para evitar contaminações e degradação dos produtos.;Apoio;R$ 169.191,00;N;Clique para Detalhar;ESPECIALIZADO
10414;Medidor de Cuff;"Utilizado para medição e calibração da pressão do cuff (balonete) de tubos endotraqueais sem comprometer a terapia do paciente; indica a faixa ideal da pressão do cuff.";Apoio;R$ 2.783,00;N;Clique para Detalhar;ESPECIALIZADO
512;Medidor de Densidade Aparente/ Compactada;Equipamento utilizado para medir a densidade de pós, grânulos e produtos similares.;Apoio;R$ 32.426,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11909;Medidor de Fluxo Expiratório;Equipamento utilizado para medir fluxo expiratório em avaliação respiratória.;Médico Assistencial;R$ 185,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
836;Medidor de Nível de Oxigênio;Equipamento para medir/detectar da concentração de oxigênio em um ambiente.;Apoio;R$ 1.496,00;N;Clique para Detalhar;ESPECIALIZADO
478;Medidor Geiger de Radiação;Equipamento portátil para detectar radiação do tipo: alfa, beta, gama e raios X.;Apoio;R$ 9.712,00;N;Clique para Detalhar;ESPECIALIZADO
10128;Mesa Antropométrica;Mesa Antropométrica com tampo em aço esmaltado e estrutura tubular provida de cursor de medição para uso em consultório;Apoio;R$ 835,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2102;Mesa Auxiliar;Mesa auxiliar destinada ao apoio de recursos médico-assistenciais, utilizada em ambientes hospitalares.;Gerais;R$ 776,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2174;Mesa Cirúrgica Elétrica;Mesa composta por coluna, tampo e base, para procedimentos de alta cirurgia, com movimentos acionados eletricamente.;Médico Assistencial;R$ 104.029,00;N;Clique para Detalhar;ESPECIALIZADO
363;Mesa Cirúrgica Mecânica;Mesa composta por coluna, tampo e base, para procedimentos de alta cirurgia, com movimentos acionados mecanicamente.;Médico Assistencial;R$ 65.736,00;N;Clique para Detalhar;ESPECIALIZADO
2234;Mesa de Cabeceira;Mesa localizada na cabeceira da cama hospitalar, utilizada para guardar ou apoio de acessórios.;Gerais;R$ 763,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11228;Mesa de Cabeceira com Refeição Acoplada;"Mesa localizada na cabeceira da cama hospitalar, utilizada para guardar ou apoio de acessórios.
Este item deve possuir uma mesa de refeição acoplada e gavetas.
Nos agurpadores disponíveis, a opção ""Não possui"" não existe para essas duas características.";Gerais;R$ 814,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1868;Mesa de Escritório;Móvel para escritório.;Gerais;R$ 904,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1222;Mesa de Exames;Mesa fixa utilizada para exames/tratamento de pacientes;Médico Assistencial;R$ 2.325,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
3099;Mesa de Kanavel;Equipamento para exercícios de flexo-extensão de dedos, prono-supinação e flexo-extensão de punho.;Médico Assistencial;R$ 5.703,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
3026;Mesa de Mayo;Mesa auxiliar móvel, tipo mayo, para uso em procedimentos de anestesia e/ou cirúrgicos em geral.;Apoio;R$ 573,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2659;Mesa de Reunião;Mesa utilizada em ambientes administrativos.;Gerais;R$ 595,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10398;Mesa Ginecológica;Mesa para exame ginecológico, constituída por base, leito, gaveta de escoamento e par de porta coxa.;Médico Assistencial;R$ 1.623,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
662;Mesa Ginecológica Elétrica;Mesa para exame ginecológico elétrica, constituída por base, leito, gaveta de escoamento e par de porta coxa.;Médico Assistencial;R$ 32.008,00;N;Clique para Detalhar;ESPECIALIZADO
3007;Mesa Ortostática;"Equipamento destinado para paraplégicos, para que possam ficar na posição vertical, saindo da cadeira de rodas sem auxílio de terceiros; ideal para a prevenção da osteoporose precoce dos membros inferiores e descontrole intestinal.";Médico Assistencial;R$ 8.870,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2098;Mesa para Computador;Móvel utilizado para alocar computadores do tipo desktop (mouse, teclado, monitor e CPU).;Gerais;R$ 382,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1923;Mesa para Consultório;Mobiliario utilizado para apoio a escrita, no atendimento médico/profissional da saúde.;Gerais;R$ 604,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2150;Mesa para Impressora;Móvel utilizado para acomodação de impressora.;Gerais;R$ 218,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2304;Mesa para Refeição;Mesa utilizada para refeição por pacientes acamados ou em cadeira de rodas em ambientes hospitalares.;Gerais;R$ 1.147,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2426;Mesa para Refeitório;Mesa para uso em refeitórios.;Gerais;R$ 1.512,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11930;Mesa Refrigerada;A mesa refrigerada ou mesa fria é utilizada para a preservação da temperatura das amostras de mosquitos e insetos vetores, durante a triagem e identificação taxonômica, visando a manutenção da viabilidade viral e preservação de ácidos nucleicos.;Apoio;R$ 63.500,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1950;Mesas de Trabalho ou Bancada;Mesa de trabalho ou bancada utilizada para realizar atividades específicas diversas.;Infraestrutura;R$ 1.317,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
738;Micro Jato para Prótese Dentária;Equipamento utilizado para limpar e/ou remover resíduos de peças dentárias.;Médico Assistencial;R$ 1.174,00;N;Clique para Detalhar;ESPECIALIZADO
10316;Microcerátomo;Instrumento projetado para executar ressecções circulares na córnea com diâmetro e espessura predeterminados. O diâmetro da ressecção é determinado por características do anel vácuo, e a espessura pelo aplanador posicionado no cabeçote do microceratomo bem como a largura da lâmina.;Médico Assistencial;R$ 548.800,00;N;Clique para Detalhar;ESPECIALIZADO
2284;Microfone;Realização de cursos e capacitações para profissionais de saúde.;Gerais;R$ 184,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2812;Micrômetro;Item utilizado para medir espessura, largura, profundidade, altura de objetos.;Gerais;R$ 460,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11738;Micromotor Elétrico com Localizador de Ápice;O equipamento motor de endodontia rotatória é indicado para a instrumentação automatizada e preparo de canais radiculares durante tratamento endodôntico facilitando a remoção total do tecido pulpar, limpeza e instrumentação do conduto radicular.;Médico Assistencial;R$ 10.044,00;N;Clique para Detalhar;ESPECIALIZADO
11821;Micromotor Elétrico de Bancada;Equipamento utilizado para realizar o acabamento, polimento e fabricação de próteses dentárias.;Apoio;R$ 4.129,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
12001;Micro-ônibus com Acessibilidade (Agora Tem Especialistas) Aquisição por Pregão 90414/2025;Micro-ônibus com acessibilidade destinado ao transporte sanitário.;Veículo;R$ 584.600,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11654;Micro-ônibus Rural de Transporte Sanitário;Veículo tipo: Micro-ônibus Rural para transporte de passageiros.;Veículo;R$ 861.659,00;N;Clique para Detalhar;ESPECIALIZADO
11652;Micro-ônibus Urbano de Transporte Sanitário;Veículo tipo: Micro-ônibus urbano para transporte de passageiros;Veículo;R$ 719.582,00;N;Clique para Detalhar;ESPECIALIZADO
24;Micropipeta Monocanal;Equipamento de alta precisão para dispensar e/ou manusear liquídos e fluídos em pequenos volumes. Larga utilização em laboratórios de análises clínicas humana, análises clínicas veterinárias, biologia molecular, bioquímica, biotecnologia, controle de qualidade, indústria farmacêutica, universaidades, etc.;Médico Assistencial;R$ 1.270,00;N;Clique para Detalhar;ESPECIALIZADO
2510;Micropipeta Multicanal;Equipamento de alta precisão para dispensar e/ou manusear liquídos e fluídos em pequenos volumes. Larga utilização em laboratórios de análises clínicas humana, análises clínicas veterinárias, biologia molecular, bioquímica, biotecnologia, controle de qualidade, indústria farmacêutica, universaidades, etc.;Médico Assistencial;R$ 3.758,00;N;Clique para Detalhar;ESPECIALIZADO
11841;Microretífica;Item capaz de cortar, lixar, polir, perfurar materiais e superfícies.;Gerais;R$ 271,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
390;Microscópio Cirúrgico;Equipamento desenvolvido para uso em microcirurgias nas áreas como oftalmologia, neurologia, ortopedia, otorrinolaringologia entre outras especialidades.;Médico Assistencial;R$ 853.948,00;N;Clique para Detalhar;ESPECIALIZADO
11748;Microscópio Cirúrgico Oftalmológico;Equipamento desenvolvido para uso em cirurgias na área de oftalmologia.;Médico Assistencial;R$ 776.451,00;N;Clique para Detalhar;ESPECIALIZADO
11616;Microscópio Eletrônico de Varredura;Equipamento para  produzir imagens de alta resolução da superfície de uma amostra. Com tecnologia dedicada que permite que as imagens criadas tenham uma visualização tridimensional, sendo úteis opara avaliar a sua estrutura superficial.;Apoio;R$ 1.035.643,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
10432;Microscópio Especular de Córnea;Equipamento destinado a realizar a contagem de células endoteliais da córnea.;Médico Assistencial;R$ 102.534,00;N;Clique para Detalhar;ESPECIALIZADO
11785;Microscópio Estereoscópio;Utilizado para a realização de análises morfo-anatômicas;Médico Assistencial;R$ 3.480,00;N;Clique para Detalhar;ESPECIALIZADO
725;Microscópio Laboratorial;Equipamento utilizado em estudos e comportamentos de células não perceptíveis a olho nu.;Médico Assistencial;R$ 16.059,00;N;Clique para Detalhar;ESPECIALIZADO
11197;Microscópio Laboratorial Básico;Equipamento utilizado em estudos e comportamentos celulares não perceptíveis a olho nu.;Médico Assistencial;R$ 2.231,00;N;Clique para Detalhar;ESPECIALIZADO
11526;Microscópio Óptico com Câmera;Para atendimento tanto na demanda de desenvolvimento como de Controle de Qualidade, na análise e liberação de insumos farmacêuticos.;Apoio;R$ 449.944,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
433;Micrótomo;Equipamento para cortes histológicos micrométricos seqüenciais e precisos de materiais inclusos em parafina para uso em microscopia.;Médico Assistencial;R$ 46.531,00;N;Clique para Detalhar;ESPECIALIZADO
11953;Mini-Extrusora com GMP;Equipamento para produção de implantes.;Apoio;R$ 3.922.493,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
466;Misturador Laboratorial;Equipamento de laboratório usado para misturar, homogeneizar, cisalhar ou apenas agitar as fases de desenvolvimento e preparação de soluções, pastas ou emulsões.;Médico Assistencial;R$ 4.310,00;N;Clique para Detalhar;ESPECIALIZADO
2185;Mixer;Eletrodoméstico de utensílio multifuncional que tem a função de mistura e tritura alimentos em pequenas quantidades.;Gerais;R$ 180,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11839;Mochila de Resgate;Saco de tecido resistente utilizado para acondicionar e transportar itens utilizados em atendimentos de resgate.;Apoio;R$ 278,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2954;Mocho;Tipo de cadeira giratória para facilitar a movimentação e precisão em procedimentos médicos cirurgicos, muito utilizado em consultórios odontológicos.;Gerais;R$ 532,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
